Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Unnamed: 22_level_0,Unnamed: 23_level_0
27,David Carr,26,HOU,QB,16,16,0,0,0,0,0.0,0,17,6,-7,0,0.0,0.0,0.0,0.0,0.0,0,
28,Ahmad Carroll,22,GNB,LCB,16,16,2,38,0,38,10.0,0,1,0,0,0,0.0,44.0,41.0,3.0,1.0,0,
29,Kevin Carter,32,MIA,LDE,16,16,0,0,0,0,3.0,1,0,1,0,0,6.0,53.0,34.0,19.0,9.0,1,
30,Chris Chambers,27,MIA,WR,16,16,0,0,0,0,0.0,0,5,2,-2,0,0.0,0.0,0.0,0.0,0.0,0,PB
31,Corey Chavous,29,MIN,SS,16,16,2,0,0,0,5.0,0,0,0,0,0,0.0,71.0,54.0,17.0,0.0,0,
32,Nate Clements,26,BUF,RCB,16,16,2,0,0,0,13.0,3,0,1,0,0,0.0,102.0,81.0,21.0,4.0,0,
33,Keary Colbert,23,CAR,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
34,Erik Coleman,23,NYJ,SS,16,16,2,4,0,4,7.0,0,0,0,0,0,0.0,121.0,84.0,37.0,1.0,0,
35,Roderick Coleman,29,ATL,LDT,16,16,0,0,0,0,6.0,4,0,0,0,0,10.5,40.0,35.0,5.0,9.0,0,"PB,AP-2"
36,Laveranues Coles,28,NYJ,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
37,Nick Collins,22,GNB,FS,16,16,1,0,0,0,8.0,2,0,0,0,0,0.0,86.0,66.0,20.0,3.0,0,
38,Chris Cooley,23,WAS,TE,16,16,0,0,0,0,0.0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
39,Chris Crocker,25,CLE,SS,16,16,2,35,0,24,4.0,2,0,1,0,0,2.0,82.0,51.0,31.0,2.0,0,
40,Alge Crumpler,28,ATL,TE,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,PB
41,Phillip Daniels,32,WAS,RDE,16,16,0,0,0,0,9.0,1,0,2,0,0,8.0,48.0,37.0,11.0,11.0,0,
42,Jason David,23,IND,RCB/CB,16,16,2,13,0,13,10.0,0,1,2,5,0,0.0,44.0,32.0,12.0,0.0,0,
43,Andra Davis,27,CLE,LILB,16,16,1,14,0,14,6.0,0,0,0,0,0,2.0,149.0,89.0,60.0,9.0,0,
44,Brian Dawkins,32,PHI,FS,16,16,3,24,0,24,24.0,4,0,1,0,0,3.5,80.0,69.0,11.0,4.0,0,PB
45,Jake Delhomme,30,CAR,QB,16,16,0,0,0,0,0.0,0,12,3,-4,0,0.0,0.0,0.0,0.0,0.0,0,PB
46,David Diehl,25,NYG,LG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
47,Derrick Dockery,25,WAS,LG,16,16,0,0,0,0,,0,0,2,0,0,0.0,,,,,0,
48,Darnell Dockett,24,ARI,RDT,16,16,1,14,0,14,3.0,1,0,0,0,0,0.5,38.0,25.0,13.0,5.0,0,
49,Reuben Droughns,27,CLE,RB,16,16,0,0,0,0,0.0,0,6,5,0,0,0.0,0.0,0.0,0.0,0.0,0,
50,Warrick Dunn,30,ATL,RB,16,16,0,0,0,0,0.0,0,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0,PB
51,Donnie Edwards,32,SDG,LILB,16,16,2,15,0,14,11.0,2,0,0,0,0,3.0,154.0,114.0,40.0,4.0,0,
52,Alan Faneca,29,PIT,LG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
53,Brett Favre,36,GNB,QB,16,16,0,0,0,0,0.0,0,10,2,-1,0,0.0,0.0,0.0,0.0,0.0,0,
54,Nick Ferguson,31,DEN,SS,16,16,5,59,0,30,8.0,0,0,1,0,0,0.0,80.0,62.0,18.0,0.0,0,
55,London Fletcher,30,BUF,MLB,16,16,1,20,0,20,3.0,1,0,2,0,0,4.0,158.0,104.0,54.0,6.0,1,
56,Larry Foote,25,PIT,RILB,16,16,0,0,0,0,2.0,0,0,1,27,0,3.0,102.0,76.0,26.0,13.0,1,
57,George Foster,25,DEN,RT,16,16,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
58,Kabeer Gbaja-Biamila,28,GNB,RDE,16,16,0,0,0,0,0.0,2,0,3,0,0,8.0,53.0,37.0,16.0,10.0,0,
59,Robert Geathers,22,CIN,RDE,16,16,0,0,0,0,1.0,1,0,0,0,0,3.0,34.0,25.0,9.0,5.0,0,
60,Ian Gold,27,DEN,RLB,16,16,0,0,0,0,4.0,4,0,2,0,0,3.0,90.0,74.0,16.0,12.0,0,
61,Tony Gonzalez,29,KAN,TE,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
62,Deon Grant,26,JAX,FS,16,16,3,29,0,29,11.0,0,0,0,0,0,1.5,66.0,55.0,11.0,1.0,0,
63,Trent Green,35,KAN,QB,16,16,0,0,0,0,0.0,0,8,1,-10,0,0.0,0.0,0.0,0.0,0.0,0,PB
64,Morlon Greenwood,27,HOU,RILB,16,16,0,0,0,0,7.0,0,0,2,0,0,2.0,112.0,82.0,30.0,4.0,0,
65,Kelly Gregg,29,BAL,RDT,16,16,0,0,0,0,2.0,0,0,0,0,0,2.5,61.0,36.0,25.0,3.0,0,
66,Robert Griffith,35,ARI,FS,16,16,1,11,0,11,5.0,2,0,0,0,0,0.0,66.0,52.0,14.0,0.0,0,
67,Jordan Gross,25,CAR,RT,16,16,0,0,0,0,,0,0,3,0,0,0.0,,,,,0,
68,Al Harris,31,GNB,RCB,16,16,3,30,1,22,13.0,1,0,0,0,0,3.0,53.0,46.0,7.0,3.0,0,
69,Tommie Harris,22,CHI,RDT,16,16,0,0,0,0,0.0,2,0,2,0,0,3.0,34.0,29.0,5.0,9.0,0,"PB,AP-2"
70,Jeff Hartings,33,PIT,C,16,16,0,0,0,0,0.0,0,1,0,-9,0,0.0,0.0,0.0,0.0,0.0,0,PB
71,Matt Hasselbeck,30,SEA,QB,16,16,0,0,0,0,0.0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
72,Todd Heap,25,BAL,TE,16,16,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
73,Eric Heitmann,25,SFO,RG/C,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
74,Victor Hobson,25,NYJ,LLB,16,16,0,0,0,0,0.0,0,0,1,43,0,1.0,80.0,54.0,26.0,5.0,0,
75,Vonnie Holliday,30,MIA,RDT,16,16,0,0,0,0,5.0,0,0,2,12,0,5.0,52.0,36.0,16.0,9.0,0,
76,Chris Hope,25,PIT,FS,16,16,3,60,0,55,5.0,1,0,1,6,0,0.0,97.0,70.0,27.0,1.0,0,
77,Chris Hovan,27,TAM,LDT,16,16,0,0,0,0,1.0,0,0,2,0,0,0.0,45.0,35.0,10.0,3.0,0,
78,Grady Jackson,32,GNB,LDT,16,16,0,0,0,0,4.0,1,0,0,0,0,1.0,55.0,39.0,16.0,6.0,0,
79,Bradie James,24,DAL,LILB,16,16,0,0,0,0,4.0,0,0,0,0,0,2.5,93.0,73.0,20.0,4.0,0,
80,Tory James,32,CIN,RCB,16,16,5,5,0,5,14.0,1,0,1,26,0,0.0,58.0,49.0,9.0,1.0,0,
81,Quentin Jammer,26,SDG,LCB,16,16,1,14,0,14,19.0,1,0,0,0,0,0.0,74.0,62.0,12.0,0.0,0,
82,Jon Jansen,29,WAS,RT,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,AP-2
83,Al Johnson,26,DAL,C,16,16,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
84,Chad Johnson,27,CIN,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,"PB,AP-1"
85,Derrick Johnson,23,KAN,LLB,16,16,0,0,0,0,5.0,2,0,1,0,0,2.0,96.0,80.0,16.0,7.0,0,
86,Dhani Jones,27,PHI,LLB,16,16,1,0,0,0,7.0,0,0,0,0,0,0.0,70.0,56.0,14.0,8.0,0,
87,Kevin Kaesviharn,29,CIN,FS,16,16,3,9,0,6,8.0,0,0,3,0,0,1.0,87.0,63.0,24.0,2.0,0,
88,Aaron Kampman,26,GNB,LDE,16,16,0,0,0,0,2.0,2,0,0,0,0,6.5,82.0,60.0,22.0,9.0,0,
89,Brian Kelly,29,TAM,LCB,16,16,4,19,0,14,17.0,1,0,0,0,0,1.0,51.0,42.0,9.0,2.0,0,
90,Chris Kelsay,26,BUF,LDE,16,16,1,17,0,17,4.0,1,0,1,2,0,2.5,45.0,26.0,19.0,3.0,0,
91,Ma'ake Kemoeatu,26,BAL,LDT,16,16,0,0,0,0,0.0,0,0,1,0,0,1.0,40.0,30.0,10.0,3.0,0,
92,Kenoy Kennedy,28,DET,SS,16,16,2,64,1,64,6.0,1,1,0,0,0,0.0,99.0,75.0,24.0,3.0,0,
93,Eddie Kennison,32,KAN,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
94,Patrick Kerney,29,ATL,LDE,16,16,0,0,0,0,2.0,2,0,3,2,0,6.5,54.0,39.0,15.0,6.0,0,
95,Jim Kleinsasser,28,MIN,TE,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
96,Sammy Knight,30,KAN,SS,16,16,2,12,0,12,13.0,2,0,2,80,1,2.0,91.0,71.0,20.0,3.0,0,
97,Olin Kreutz,28,CHI,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
98,Ty Law,31,NYJ,LCB,16,16,10,195,1,74,18.0,0,1,1,0,0,0.0,62.0,45.0,17.0,2.0,0,PB
99,Michael Lewis,25,PHI,SS,16,16,2,13,0,13,8.0,1,0,1,0,0,1.0,106.0,92.0,14.0,4.0,0,
100,Ryan Lilja,24,IND,LG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
101,Sean Locklear,24,SEA,RT,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
102,John Lynch,34,DEN,FS,16,16,2,2,0,1,8.0,4,0,0,0,0,4.0,62.0,45.0,17.0,2.0,0,PB
103,Sean Mahan,25,TAM,RG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
104,Logan Mankins,23,NWE,LG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,AP ORoY-2
105,Eli Manning,24,NYG,QB,16,16,0,0,0,0,0.0,0,9,0,0,0,0.0,,,,,0,
106,Peyton Manning,29,IND,QB,16,16,0,0,0,0,0.0,0,5,0,-1,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1,AP MVP-2,AP OPoY-2"
107,Vince Manuwai,25,JAX,LG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
108,Lemar Marshall,29,WAS,MLB,16,16,4,55,1,27,9.0,2,0,0,0,0,2.0,101.0,81.0,20.0,5.0,0,
109,Derrick Mason,31,BAL,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
110,Rashean Mathis,25,JAX,LCB,16,16,5,79,1,41,15.0,0,0,1,0,0,0.0,69.0,60.0,9.0,1.0,0,
111,Todd McClure,28,ATL,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
112,Daylon McCutcheon,29,CLE,LCB,16,16,2,14,0,14,9.0,2,0,0,0,0,0.0,78.0,71.0,7.0,3.0,0,
113,Willie McGinest,34,NWE,LOLB,16,16,0,0,0,0,5.0,0,0,1,19,0,6.0,57.0,45.0,12.0,11.0,0,
114,Alvin McKinley,27,CLE,RDE,16,16,0,0,0,0,0.0,1,0,0,0,0,5.0,68.0,45.0,23.0,6.0,0,
115,Steve McKinney,30,HOU,C,16,16,0,0,0,0,,0,1,0,-1,0,0.0,,,,,0,
116,Bryant McKinnie,26,MIN,LT,16,16,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
117,Randy McMichael,26,MIA,TE,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
118,Lawyer Milloy,32,BUF,SS,16,16,1,0,0,0,4.0,0,0,1,0,0,1.0,107.0,75.0,32.0,4.0,0,
119,Mike Minter,31,CAR,FS,16,16,1,47,0,47,9.0,1,0,0,0,0,1.5,63.0,41.0,22.0,1.0,0,
120,Jeff Mitchell,31,CAR,C,16,16,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
121,Kawika Mitchell,26,KAN,MLB,16,16,1,0,0,0,11.0,0,0,2,0,0,2.0,105.0,84.0,21.0,8.0,0,
122,Santana Moss,26,WAS,WR,16,16,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
123,Terence Newman,27,DAL,LCB,16,16,3,16,0,12,17.0,1,3,4,0,0,1.0,60.0,57.0,3.0,4.0,0,
124,Jonathan Ogden,31,BAL,LT,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
125,Chike Okeafor,29,ARI,LDE,16,16,0,0,0,0,2.0,3,0,0,0,0,7.5,51.0,40.0,11.0,11.0,0,
126,Benji Olson,30,TEN,RG,16,16,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
127,Orlando Pace,30,STL,LT,16,16,0,0,0,0,,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
128,Carson Palmer,26,CIN,QB,16,16,0,0,0,0,0.0,0,5,1,-2,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP MVP-5,AP OPoY-4"
129,Antwan Peek,26,HOU,ROLB,16,16,0,0,0,0,2.0,2,0,2,0,0,6.0,47.0,30.0,17.0,5.0,0,
130,Julius Peppers,25,CAR,LDE,16,16,0,0,0,0,7.0,2,0,1,10,0,10.5,50.0,38.0,12.0,13.0,0,PB
131,Mike Peterson,29,JAX,MLB,16,16,3,54,1,26,6.0,2,0,1,0,0,6.0,132.0,95.0,37.0,10.0,0,AP-2
132,Ryan Pickett,26,STL,LDT,16,16,0,0,0,0,3.0,0,0,0,0,0,2.0,65.0,47.0,18.0,14.0,0,
133,Jake Plummer,31,DEN,QB,16,16,0,0,0,0,0.0,0,4,1,-10,0,0.0,0.0,0.0,0.0,0.0,0,PB
134,Troy Polamalu,24,PIT,SS,16,16,2,42,0,36,8.0,1,0,2,78,1,3.0,92.0,74.0,18.0,7.0,0,"PB,AP-1,AP DPoY-3"
135,Marcus Pollard,33,DET,TE,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
136,Joey Porter,28,PIT,ROLB,16,16,2,9,0,9,4.0,4,0,1,0,0,10.5,57.0,39.0,18.0,8.0,0,"PB,AP-2"
137,Clinton Portis,24,WAS,RB,16,16,0,0,0,0,0.0,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
138,Trevor Pryce,30,DEN,RDE,16,16,0,0,0,0,3.0,1,0,0,0,0,4.0,33.0,31.0,2.0,9.0,0,
139,Shelton Quarles,34,TAM,MLB,16,16,0,0,0,0,2.0,4,0,1,0,0,1.0,134.0,104.0,30.0,6.0,1,
140,Cory Redding,25,DET,LDE,16,16,0,0,0,0,4.0,1,0,1,0,0,1.0,33.0,26.0,7.0,6.0,0,
141,Kerry Rhodes,23,NYJ,FS,16,16,1,0,0,0,7.0,1,0,0,0,0,1.0,106.0,86.0,20.0,1.0,0,
142,Dunta Robinson,23,HOU,RCB/LCB,16,16,1,1,0,1,10.0,1,0,1,0,0,1.0,88.0,69.0,19.0,2.0,0,
143,Samari Rolle,29,BAL,RCB,16,16,1,11,0,11,11.0,2,0,0,0,0,0.0,41.0,39.0,2.0,1.0,0,
144,Mark Roman,28,GNB,SS,16,16,2,18,0,12,8.0,0,0,2,0,0,0.0,90.0,70.0,20.0,2.0,0,
145,Orpheus Roye,32,CLE,LDE,16,16,0,0,0,0,4.0,0,0,1,0,0,3.0,88.0,65.0,23.0,9.0,0,
146,Jon Runyan,32,PHI,RT,16,16,0,0,0,0,0.0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0,
147,Brian Russell,27,CLE,FS,16,16,3,50,0,37,7.0,0,0,0,0,0,0.0,70.0,47.0,23.0,0.0,0,
148,Jeff Saturday,30,IND,C,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
149,Aaron Schobel,28,BUF,RDE,16,16,1,0,0,0,5.0,2,0,1,0,0,12.0,71.0,54.0,17.0,14.0,0,
150,Lance Schulters,30,MIA,FS,16,16,4,78,0,37,6.0,1,0,0,0,0,2.0,77.0,57.0,20.0,1.0,0,
151,Jake Scott,24,IND,RG,16,16,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
152,Brian Simmons,30,CIN,RLB,16,16,2,15,0,16,7.0,3,1,0,0,0,4.0,84.0,52.0,32.0,4.0,0,
153,Barry Sims,31,OAK,LT,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
154,Aaron Smith,29,PIT,LDE,16,16,1,0,0,0,3.0,1,0,1,0,0,2.0,45.0,32.0,13.0,9.0,0,
155,Daryl Smith,23,JAX,RLB,16,16,1,0,0,0,2.0,0,0,0,0,0,4.0,82.0,70.0,12.0,10.0,0,
156,Derek Smith,30,SFO,RILB/LILB,16,16,1,13,0,13,7.0,0,0,1,0,1,0.0,116.0,90.0,26.0,12.0,0,
157,Justin Smith,26,CIN,LDE,16,16,0,0,0,0,2.0,1,0,1,0,0,6.0,66.0,45.0,21.0,10.0,0,
158,L.J. Smith,25,PHI,TE,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
159,Robaire Smith,28,HOU,RDE,16,16,0,0,0,0,4.0,0,0,1,3,0,1.5,68.0,43.0,25.0,10.0,0,
160,Rod Smith,35,DEN,WR,16,16,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
161,Steve Smith Sr.,26,CAR,WR,16,16,0,0,0,0,0.0,0,2,2,5,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1,AP CPoY-1"
162,Chris Snee,23,NYG,RG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
163,Greg Spires,31,TAM,LDE,16,16,0,0,0,0,1.0,1,0,0,0,0,4.0,47.0,35.0,12.0,6.0,0,
164,Randy Starks,22,TEN,LDT,16,16,0,0,0,0,1.0,0,0,0,0,0,3.0,48.0,34.0,14.0,6.0,0,
165,Ron Stone,34,OAK,RG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
166,Michael Strahan,34,NYG,LDE,16,16,0,0,0,0,2.0,1,0,1,0,0,11.5,82.0,61.0,21.0,18.0,0,"PB,AP-2"
167,Marcus Stroud,27,JAX,LDT/RDT,16,16,0,0,0,0,5.0,1,0,0,0,0,1.0,43.0,32.0,11.0,6.0,0,"PB,AP DPoY-6"
168,Terrell Suggs,23,BAL,RDE,16,16,2,38,0,38,5.0,3,0,1,0,0,8.0,69.0,46.0,23.0,6.0,0,
169,Lofa Tatupu,23,SEA,MLB,16,16,3,55,1,38,10.0,0,0,1,0,0,4.0,105.0,85.0,20.0,9.0,0,"PB,AP DRoY-2"
170,Mark Tauscher,28,GNB,RT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
171,Ben Taylor,27,CLE,RILB,16,16,0,0,0,0,3.0,0,0,0,0,0,0.0,113.0,77.0,36.0,2.0,0,
172,Jason Taylor,31,MIA,RDE,16,16,0,0,0,0,10.0,4,0,2,85,1,12.0,73.0,52.0,21.0,12.0,1,PB
173,Trey Teague,31,BUF,C,16,16,0,0,0,0,,0,0,1,0,0,0.0,,,,,0,
174,Adalius Thomas,28,BAL,LLB,16,16,2,48,1,28,5.0,4,0,4,44,2,9.0,86.0,71.0,15.0,8.0,0,
175,Lamont Thompson,27,TEN,FS,16,16,1,0,0,0,3.0,1,0,0,0,0,1.0,81.0,62.0,19.0,2.0,0,
176,David Thornton,27,IND,LLB,16,16,0,0,0,0,1.0,2,0,0,0,0,2.0,83.0,61.0,22.0,1.0,0,
177,John Thornton,29,CIN,RDT,16,16,1,0,0,0,1.0,1,0,1,0,0,2.0,42.0,24.0,18.0,7.0,0,
178,Pisa Tinoisamoa,24,STL,LLB,16,16,2,35,0,20,9.0,1,0,0,0,0,1.5,94.0,71.0,23.0,7.0,0,
179,LaDainian Tomlinson,26,SDG,RB,16,16,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
180,Osi Umenyiora,24,NYG,RDE,16,16,0,0,0,0,3.0,4,0,2,0,0,14.5,71.0,49.0,22.0,13.0,0,"PB,AP-1,AP DPoY-4"
181,Brian Urlacher,27,CHI,MLB,16,16,0,0,0,0,5.0,1,0,0,0,0,6.0,122.0,98.0,24.0,17.0,0,"PB,AP-1,AP DPoY-1"
182,Kyle Vanden Bosch,27,TEN,LDE,16,16,0,0,0,0,1.0,4,0,1,0,0,12.5,66.0,41.0,25.0,14.0,0,"PB,AP CPoY-4"
183,Jonathan Vilma,23,NYJ,MLB,16,16,1,1,0,1,6.0,4,1,1,4,0,0.5,173.0,128.0,45.0,7.0,0,PB
184,Troy Vincent,35,BUF,FS,16,16,4,78,0,42,8.0,1,0,2,0,0,0.0,67.0,43.0,24.0,1.0,0,
185,Kimo von Oelhoffen,34,PIT,RDE,16,16,0,0,0,0,4.0,1,0,0,0,0,3.5,36.0,23.0,13.0,6.0,0,
186,Mike Vrabel,30,NWE,RILB,16,16,2,23,1,24,5.0,1,0,0,0,0,4.5,108.0,73.0,35.0,7.0,0,
187,Mike Wahle,28,CAR,LG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
188,DeMarcus Ware,23,DAL,ROLB,16,16,0,0,0,0,1.0,3,0,0,0,0,8.0,58.0,47.0,11.0,15.0,0,AP DRoY-4
189,Gerard Warren,27,DEN,RDT,16,16,0,0,0,0,3.0,1,0,0,0,0,3.0,19.0,14.0,5.0,3.0,0,
190,Ty Warren,24,NWE,LDE,16,16,0,0,0,0,1.0,0,0,1,5,0,1.5,68.0,40.0,28.0,6.0,0,
