Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
30.0,Corey Bojorquez,24.0,BUF,P,16.0,0.0,41.0,2082.0,50.8,138.0,1804.0,44.0,72.0,7.0,17.1,18.0,43.9,0.0,
31.0,Brett Kern,34.0,TEN,P,13.0,0.0,37.0,1695.0,45.8,100.0,1535.0,41.5,66.0,3.0,8.1,22.0,59.5,0.0,
32.0,Hunter Niswander,26.0,DAL,P,8.0,0.0,26.0,1228.0,47.2,95.0,1093.0,42.0,58.0,2.0,7.7,10.0,38.5,0.0,
33.0,Dustin Colquitt,38.0,2TM,P,6.0,0.0,26.0,1133.0,43.6,103.0,990.0,38.1,59.0,2.0,7.7,8.0,30.8,0.0,
33.0,Dustin Colquitt,38.0,PIT,P,5.0,0.0,20.0,861.0,43.1,78.0,743.0,37.2,59.0,2.0,10.0,6.0,30.0,0.0,
33.0,Dustin Colquitt,38.0,JAX,P,1.0,0.0,6.0,272.0,45.3,25.0,247.0,41.2,53.0,0.0,0.0,2.0,33.3,0.0,
34.0,Chris Jones,31.0,DAL,P,8.0,0.0,24.0,1022.0,42.6,37.0,965.0,40.2,54.0,1.0,4.2,5.0,20.8,0.0,
35.0,Ryan Allen,30.0,2TM,P,3.0,0.0,14.0,680.0,48.6,100.0,540.0,38.6,65.0,2.0,14.3,2.0,14.3,0.0,
35.0,Ryan Allen,30.0,TEN,P,1.0,0.0,8.0,404.0,50.5,64.0,320.0,40.0,65.0,1.0,12.5,0.0,0.0,0.0,
35.0,Ryan Allen,30.0,IND,P,2.0,0.0,6.0,276.0,46.0,36.0,220.0,36.7,51.0,1.0,16.7,2.0,33.3,0.0,
36.0,Trevor Daniel,26.0,TEN,P,2.0,0.0,4.0,157.0,39.3,7.0,150.0,30.0,52.0,0.0,0.0,0.0,0.0,1.0,
37.0,Aldrick Rosas,26.0,JAX,K,6.0,0.0,3.0,110.0,36.7,23.0,87.0,29.0,44.0,0.0,0.0,0.0,0.0,0.0,
38.0,Jake Elliott,25.0,PHI,K,16.0,0.0,2.0,77.0,38.5,0.0,77.0,38.5,42.0,0.0,0.0,1.0,50.0,0.0,
39.0,Johnny Townsend,25.0,BAL,P,1.0,0.0,2.0,100.0,50.0,26.0,74.0,37.0,55.0,0.0,0.0,0.0,0.0,0.0,
40.0,Ka'imi Fairbairn,26.0,HOU,K,16.0,0.0,1.0,26.0,26.0,0.0,26.0,26.0,26.0,0.0,0.0,1.0,100.0,0.0,
,League Average,,,,,,,,45.9,,,40.6,,,7.3,,36.6,,
