Player ID,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb
,Keith Heinrich,25.0,CLE,TE,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Will Heller,23.0,TAM,TE,10.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,William Henderson,33.0,GNB,FB,16.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Darrell Hill,25.0,TEN,WR,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Torry Holt,28.0,STL,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0
,Joe Horn,32.0,NOR,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Keenan Howry,23.0,MIN,WR,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Randy Hymes,25.0,BAL,WR,14.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Israel Idonije,24.0,CHI,DE,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Darrell Jackson,26.0,SEA,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Nate Jackson,25.0,DEN,WR,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Brian Jennings,28.0,SFO,LS,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Bryan Johnson,26.0,CHI,FB,12.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Eric Johnson,25.0,SFO,TE,16.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Kyle Johnson,26.0,DEN,RB,14.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Teyo Johnson,23.0,OAK,TE,8.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Doug Jolley,25.0,OAK,TE,16.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Brian Jones,23.0,JAX,TE,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Daryl Jones,25.0,CHI,WR,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Freddie Jones,30.0,ARI,TE,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Terry Jones,25.0,BAL,TE,15.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Joe Jurevicius,30.0,TAM,WR,10.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Kevin Kasper,27.0,NWE,WR,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Reggie Kelly,27.0,CIN,TE,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Andre King,31.0,CLE,WR,9.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Erron Kinney,27.0,TEN,TE,9.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,David Kircus,24.0,DET,WR,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Dan Klecko,23.0,NWE,DT,6.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Jim Kleinsasser,27.0,MIN,TE,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Brian Kozlowski,34.0,WAS,TE,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ryan Krause,23.0,SDG,TE,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Nate Lawrie,23.0,TAM,TE,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Charles Lee,27.0,TAM,WR,7.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Donald Lee,24.0,MIA,TE,16.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Chad Lewis,33.0,PHI,TE,15.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jermaine Lewis,30.0,JAX,WR,9.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Michael Lewis,33.0,NOR,WR,14.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Brandon Lloyd,23.0,SFO,WR,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Dane Looker,28.0,STL,WR,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Triandos Luke,23.0,DEN,WR,10.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Dustin Lyman,28.0,CHI,TE,16.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Kris Mangum,31.0,CAR,TE,15.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Brandon Manumaleuna,24.0,STL,TE,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,David Martin,25.0,GNB,TE,9.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jamar Martin,24.0,MIA,FB,9.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Lee Mays,26.0,PIT,WR,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jason McAddley,25.0,TEN,WR,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Darnerien McCants,28.0,WAS,WR,5.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Fred McCrary,32.0,ATL,FB,3.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Randy McMichael,25.0,MIA,TE,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Billy McMullen,24.0,PHI,WR,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Shad Meier,26.0,TEN,TE,14.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Itula Mili,31.0,SEA,TE,15.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Billy Miller,27.0,HOU,TE,16.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Freddie Mitchell,26.0,PHI,WR,16.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Clarence Moore,22.0,BAL,WR,15.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Dave Moore,35.0,TAM,TE,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Aaron Moorehead,24.0,IND,WR,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Johnnie Morant,23.0,OAK,WR,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Sean Morey,28.0,PIT,WR,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Randy Moss,27.0,MIN,WR,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Matt Murphy,24.0,HOU,TE,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Chad Mustard,27.0,CLE,TE,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Larry Ned,26.0,MIN,RB,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ryan Neufeld,29.0,BUF,TE,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Reggie Newhouse,23.0,ARI,WR,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Roman Oben,32.0,SDG,LT,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Kassim Osgood,24.0,SDG,WR,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Richard Owens,24.0,MIN,TE,7.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Samie Parker,23.0,KAN,WR,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Josh Parry,26.0,PHI,RB,13.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jerome Pathon,29.0,NOR,WR,15.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Justin Peelle,25.0,SDG,TE,16.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Julius Peppers,24.0,CAR,LDE,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jason Peters,22.0,BUF,T,5.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Todd Pinkston,27.0,PHI,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Lousaka Polite,23.0,DAL,RB,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Marcus Pollard,32.0,IND,TE,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Nate Poole,27.0,ARI,WR,9.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Pierson Prioleau,27.0,BUF,DB,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jeb Putzier,25.0,DEN,TE,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Brad Pyatt,24.0,IND,WR,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Walter Rasby,32.0,WAS,TE,6.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jay Riemersma,31.0,PIT,TE,11.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jon Ritchie,30.0,PHI,FB,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Marcellus Rivers,26.0,NYG,TE,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Jeff Robinson,34.0,DAL,TE,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Marcus Robinson,29.0,MIN,WR,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Charles Rogers,23.0,DET,WR,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Micah Ross,28.0,CAR,WR,10.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Robert Royal,25.0,WAS,TE,14.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jeff Saturday,29.0,IND,C,14.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jake Schifino,25.0,TEN,WR,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Matt Schobel,26.0,CIN,TE,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Bill Schroeder,33.0,TAM,WR,7.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Mike Seidman,23.0,CAR,TE,16.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Mike Sellers,29.0,WAS,RB,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Aaron Shea,28.0,CLE,TE,15.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Daimon Shelton,32.0,BUF,FB,16.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Visanthe Shiancoe,24.0,NYG,TE,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jeremy Shockey,24.0,NYG,TE,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Jimmy Smith,35.0,JAX,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,L.J. Smith,24.0,PHI,TE,16.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Richard Smith,24.0,KAN,WR,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Steve Smith Sr.,25.0,CAR,WR,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ben Steele,26.0,GNB,TE,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jerramy Stevens,25.0,SEA,TE,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Tony Stewart,25.0,CIN,TE,16.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Brandon Stokley,28.0,IND,WR,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,John Stone,25.0,OAK,WR,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Tai Streets,27.0,DET,WR,13.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Travis Taylor,26.0,BAL,WR,10.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Kevin Thomas,26.0,BUF,DB,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Derrius Thompson,27.0,MIA,WR,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,James Thrash,29.0,WAS,WR,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Andrae Thurman,24.0,GNB,WR,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Amani Toomer,30.0,NYG,WR,15.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Rod Trafford,26.0,BUF,TE,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Stephen Trejo,27.0,DET,FB,11.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ben Troupe,22.0,TEN,TE,14.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Jerame Tuman,28.0,PIT,TE,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,David Tyree,24.0,NYG,WR,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jerheme Urban,24.0,SEA,WR,7.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Scottie Vines,25.0,DET,WR,6.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Mike Vrabel,29.0,NWE,ROLB,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Aaron Walker,24.0,SFO,TE,16.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Javon Walker,26.0,GNB,WR,16.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Kevin Walter,23.0,CIN,WR,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Troy Walters,28.0,IND,WR,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Kevin Ware,24.0,SFO,TE,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ben Watson,24.0,NWE,TE,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jed Weaver,28.0,NWE,TE,10.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Alvis Whitted,30.0,OAK,WR,11.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jermaine Wiggins,29.0,MIN,TE,14.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Daniel Wilcox,27.0,BAL,TE,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Ernest Wilford,25.0,JAX,WR,15.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Boo Williams,25.0,NOR,TE,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Reggie Williams,21.0,JAX,WR,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Roland Williams,29.0,OAK,TE,12.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Kellen Winslow,21.0,CLE,TE,2.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jason Witten,22.0,DAL,TE,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Rashaun Woods,24.0,SFO,WR,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,George Wrighster,23.0,JAX,TE,4.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Todd Yoder,26.0,JAX,TE,16.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
