Player ID,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb
,Shaud Williams,24.0,BUF,RB,4.0,0.0,42.0,167.0,2.0,9.0,42.9,27.0,4.0,41.8,10.5,1.0
,Donovan McNabb,28.0,PHI,QB,15.0,15.0,41.0,220.0,3.0,12.0,46.3,28.0,5.4,14.7,2.7,8.0
,Byron Leftwich,24.0,JAX,QB,14.0,14.0,39.0,148.0,2.0,7.0,30.8,17.0,3.8,10.6,2.8,5.0
,Patrick Pass,27.0,NWE,FB,14.0,4.0,39.0,141.0,0.0,8.0,43.6,19.0,3.6,10.1,2.8,1.0
,Josh McCown,25.0,ARI,QB,14.0,13.0,36.0,112.0,2.0,10.0,41.7,12.0,3.1,8.0,2.6,12.0
,Mack Strong,33.0,SEA,FB,16.0,13.0,36.0,131.0,0.0,13.0,52.8,11.0,3.6,8.2,2.3,2.0
,Justin Fargas,24.0,OAK,FB,12.0,0.0,35.0,126.0,1.0,9.0,51.4,15.0,3.6,10.5,2.9,1.0
,Jeff Garcia,34.0,CLE,QB,11.0,10.0,35.0,169.0,2.0,16.0,57.1,21.0,4.8,15.4,3.2,9.0
,Lamar Gordon,24.0,MIA,RB,3.0,2.0,35.0,64.0,0.0,3.0,28.6,11.0,1.8,21.3,11.7,1.0
,Chad Pennington,28.0,NYJ,QB,13.0,13.0,34.0,126.0,1.0,13.0,52.9,16.0,3.7,9.7,2.6,5.0
,Willie Parker,24.0,PIT,RB,8.0,0.0,32.0,186.0,0.0,9.0,43.8,58.0,5.8,23.3,4.0,0.0
,Obafemi Ayanbadejo,29.0,ARI,FB,16.0,5.0,30.0,122.0,3.0,9.0,63.3,23.0,4.1,7.6,1.9,1.0
,Charlie Garner,32.0,TAM,RB,3.0,3.0,30.0,111.0,0.0,3.0,40.0,25.0,3.7,37.0,10.0,0.0
,Brian Griese,29.0,TAM,QB,11.0,10.0,30.0,17.0,0.0,1.0,10.0,7.0,0.6,1.5,2.7,6.0
,Maurice Morris,25.0,SEA,RB,15.0,0.0,30.0,126.0,0.0,9.0,56.7,12.0,4.2,8.4,2.0,0.0
,Moe Williams,30.0,MIN,RB,14.0,1.0,30.0,161.0,3.0,13.0,66.7,49.0,5.4,11.5,2.1,0.0
,Larry Croom,23.0,ARI,RB,6.0,1.0,29.0,76.0,0.0,3.0,31.0,20.0,2.6,12.7,4.8,2.0
,Matt Hasselbeck,29.0,SEA,QB,14.0,14.0,27.0,90.0,1.0,6.0,29.6,19.0,3.3,6.4,1.9,5.0
,ReShard Lee,24.0,DAL,RB,14.0,0.0,27.0,128.0,1.0,8.0,48.1,14.0,4.7,9.1,1.9,0.0
,Josh Scobey,25.0,ARI,RB,12.0,0.0,27.0,89.0,0.0,7.0,40.7,10.0,3.3,7.4,2.3,1.0
,Terry Jackson,28.0,SFO,FB,16.0,0.0,26.0,101.0,0.0,4.0,30.8,13.0,3.9,6.3,1.6,3.0
,Kenny Watson,26.0,CIN,RB,16.0,0.0,26.0,161.0,0.0,8.0,50.0,25.0,6.2,10.1,1.6,2.0
,Jake Delhomme,29.0,CAR,QB,16.0,16.0,25.0,71.0,1.0,10.0,36.0,13.0,2.8,4.4,1.6,12.0
,Trent Green,34.0,KAN,QB,16.0,16.0,25.0,85.0,0.0,4.0,48.0,13.0,3.4,5.3,1.6,11.0
,Peyton Manning,28.0,IND,QB,16.0,16.0,25.0,38.0,0.0,4.0,20.0,19.0,1.5,2.4,1.6,5.0
,Stephen Davis,30.0,CAR,RB,2.0,2.0,24.0,92.0,0.0,5.0,45.8,12.0,3.8,46.0,12.0,0.0
,Reno Mahe,24.0,PHI,RB,11.0,0.0,23.0,91.0,0.0,6.0,39.1,22.0,4.0,8.3,2.1,1.0
,Steve McNair,31.0,TEN,QB,8.0,8.0,23.0,128.0,1.0,11.0,52.2,23.0,5.6,16.0,2.9,5.0
,Drew Bledsoe,32.0,BUF,QB,16.0,16.0,22.0,37.0,0.0,3.0,31.8,17.0,1.7,2.3,1.4,9.0
,Cedric Cobbs,23.0,NWE,RB,3.0,0.0,22.0,50.0,0.0,3.0,27.3,13.0,2.3,16.7,7.3,1.0
,Mike Cloud,29.0,NYG,RB,10.0,0.0,21.0,90.0,3.0,9.0,47.6,26.0,4.3,9.0,2.1,0.0
,J.R. Redmond,27.0,OAK,RB,16.0,1.0,21.0,119.0,0.0,5.0,47.6,18.0,5.7,7.4,1.3,2.0
,Vinny Testaverde,41.0,DAL,QB,16.0,15.0,21.0,38.0,1.0,2.0,23.8,10.0,1.8,2.4,1.3,8.0
,Joe Burns,25.0,BUF,RB,16.0,0.0,20.0,73.0,0.0,2.0,25.0,21.0,3.7,4.6,1.3,0.0
,Chris Fuamatu-Ma'afala,27.0,JAX,RB,7.0,1.0,20.0,69.0,1.0,7.0,65.0,10.0,3.5,9.9,2.9,0.0
,Arlen Harris,24.0,STL,RB,14.0,1.0,20.0,63.0,0.0,3.0,40.0,14.0,3.2,4.5,1.4,1.0
,Garrison Hearst,33.0,DEN,RB,7.0,0.0,20.0,81.0,1.0,8.0,45.0,11.0,4.1,11.6,2.9,0.0
,Michael Turner,22.0,SDG,RB,14.0,1.0,20.0,104.0,0.0,4.0,35.0,30.0,5.2,7.4,1.4,1.0
,Mark Brunell,34.0,WAS,QB,9.0,9.0,19.0,62.0,0.0,2.0,26.3,21.0,3.3,6.9,2.1,6.0
,Marc Bulger,27.0,STL,QB,14.0,14.0,19.0,89.0,3.0,7.0,42.1,19.0,4.7,6.4,1.4,5.0
,Brock Forsey,24.0,MIA,RB,7.0,0.0,19.0,53.0,0.0,2.0,42.1,15.0,2.8,7.6,2.7,1.0
,Craig Krenzel,23.0,CHI,QB,6.0,5.0,18.0,41.0,0.0,4.0,22.2,12.0,2.3,6.8,3.0,8.0
,Carson Palmer,25.0,CIN,QB,13.0,13.0,18.0,47.0,1.0,5.0,38.9,14.0,2.6,3.6,1.4,2.0
,Robert Holcombe,29.0,TEN,FB,16.0,8.0,17.0,62.0,0.0,3.0,35.3,20.0,3.6,3.9,1.1,0.0
,Kerry Collins,32.0,OAK,QB,14.0,13.0,16.0,36.0,0.0,3.0,25.0,8.0,2.3,2.6,1.1,7.0
,Brett Favre,35.0,GNB,QB,16.0,16.0,16.0,36.0,0.0,2.0,18.8,17.0,2.3,2.3,1.0,4.0
,Lorenzo Neal,34.0,SDG,FB,16.0,10.0,16.0,53.0,0.0,11.0,81.3,8.0,3.3,3.3,1.0,1.0
,Jamal Robertson,27.0,SFO,RB,7.0,0.0,16.0,71.0,1.0,6.0,62.5,16.0,4.4,10.1,2.3,3.0
,Joey Harris,24.0,CAR,RB,4.0,0.0,15.0,53.0,0.0,3.0,33.3,19.0,3.5,13.3,3.8,0.0
,A.J. Feeley,27.0,MIA,QB,11.0,8.0,14.0,13.0,1.0,2.0,14.3,7.0,0.9,1.2,1.3,10.0
,Rabih Abdullah,29.0,NWE,RB,9.0,0.0,13.0,13.0,1.0,3.0,23.1,5.0,1.0,1.4,1.4,0.0
,Earnest Graham,24.0,TAM,RB,9.0,0.0,13.0,73.0,0.0,2.0,76.9,13.0,5.6,8.1,1.4,0.0
,Kurt Warner,33.0,NYG,QB,10.0,9.0,13.0,30.0,1.0,5.0,38.5,13.0,2.3,3.0,1.3,12.0
,Quincy Carter,27.0,NYJ,QB,7.0,3.0,12.0,20.0,0.0,2.0,25.0,9.0,1.7,2.9,1.7,2.0
,Jay Fiedler,33.0,MIA,QB,8.0,7.0,12.0,59.0,0.0,3.0,33.3,26.0,4.9,7.4,1.5,9.0
,David Garrard,26.0,JAX,QB,4.0,2.0,12.0,76.0,1.0,5.0,75.0,12.0,6.3,19.0,3.0,0.0
,James Jackson,28.0,CLE,RB,4.0,0.0,12.0,81.0,0.0,2.0,41.7,38.0,6.8,20.3,3.0,1.0
,Tim Rattay,27.0,SFO,QB,9.0,9.0,12.0,55.0,0.0,4.0,41.7,15.0,4.6,6.1,1.3,11.0
,Tony Richardson,33.0,KAN,FB,16.0,16.0,12.0,56.0,0.0,3.0,50.0,13.0,4.7,3.5,0.8,0.0
,Musa Smith,22.0,BAL,RB,9.0,0.0,12.0,48.0,0.0,4.0,33.3,13.0,4.0,5.3,1.3,0.0
,Thomas Tapeh,24.0,PHI,FB,7.0,0.0,12.0,42.0,0.0,2.0,33.3,10.0,3.5,6.0,1.7,0.0
,Bobby Wade,23.0,CHI,WR,16.0,14.0,12.0,76.0,0.0,5.0,75.0,14.0,6.3,4.8,0.8,2.0
,Rex Grossman,24.0,CHI,QB,3.0,3.0,11.0,48.0,1.0,4.0,54.5,8.0,4.4,16.0,3.7,2.0
,Tony Hollings,23.0,HOU,RB,7.0,0.0,11.0,47.0,0.0,2.0,63.6,13.0,4.3,6.7,1.6,0.0
,Billy Volek,28.0,TEN,QB,10.0,8.0,11.0,50.0,1.0,5.0,54.5,14.0,4.5,5.0,1.1,6.0
,Ki-Jana Carter,31.0,NOR,RB,2.0,0.0,10.0,17.0,0.0,2.0,20.0,8.0,1.7,8.5,5.0,0.0
,Koy Detmer,31.0,PHI,QB,16.0,1.0,10.0,-7.0,0.0,0.0,0.0,2.0,-0.7,-0.4,0.6,1.0
,Trent Dilfer,32.0,SEA,QB,5.0,2.0,10.0,14.0,0.0,1.0,20.0,11.0,1.4,2.8,2.0,1.0
,Jon Kitna,32.0,CIN,QB,4.0,3.0,10.0,42.0,0.0,2.0,40.0,15.0,4.2,10.5,2.5,2.0
,Nick Luchey,27.0,GNB,FB,16.0,6.0,10.0,24.0,0.0,4.0,60.0,4.0,2.4,1.5,0.6,0.0
,Patrick Ramsey,25.0,WAS,QB,9.0,7.0,10.0,19.0,0.0,1.0,10.0,17.0,1.9,2.1,1.1,6.0
,Alan Ricard,27.0,BAL,FB,16.0,9.0,10.0,36.0,0.0,3.0,70.0,14.0,3.6,2.3,0.6,0.0
,Fred Beasley,30.0,SFO,FB,14.0,10.0,9.0,15.0,0.0,4.0,44.4,4.0,1.7,1.1,0.6,0.0
,Chris Chambers,26.0,MIA,WR,15.0,15.0,9.0,76.0,0.0,4.0,66.7,24.0,8.4,5.1,0.6,1.0
,Justin Griffith,24.0,ATL,FB,12.0,11.0,9.0,39.0,0.0,2.0,44.4,10.0,4.3,3.3,0.8,0.0
,Shaun King,27.0,ARI,QB,3.0,2.0,9.0,30.0,0.0,1.0,22.2,16.0,3.3,10.0,3.0,4.0
,Tommy Maddox,33.0,PIT,QB,4.0,3.0,9.0,15.0,0.0,2.0,22.2,10.0,1.7,3.8,2.3,3.0
,Eric McCoo,24.0,PHI,RB,1.0,0.0,9.0,54.0,0.0,3.0,66.7,12.0,6.0,54.0,9.0,0.0
,Andrew Pinnock,24.0,SDG,FB,1.0,0.0,9.0,26.0,0.0,2.0,44.4,11.0,2.9,26.0,9.0,1.0
,Bernard Berrian,24.0,CHI,WR,16.0,1.0,8.0,28.0,0.0,1.0,25.0,25.0,3.5,1.8,0.5,0.0
,Adimchinobe Echemandu,24.0,CLE,RB,4.0,0.0,8.0,25.0,0.0,2.0,37.5,6.0,3.1,6.3,2.0,1.0
,Larry Fitzgerald,21.0,ARI,WR,16.0,16.0,8.0,14.0,0.0,2.0,25.0,10.0,1.8,0.9,0.5,1.0
,Dante Hall,26.0,KAN,WR,16.0,6.0,8.0,56.0,0.0,2.0,75.0,17.0,7.0,3.5,0.5,1.0
,Dennis Northcutt,27.0,CLE,WR,16.0,11.0,8.0,19.0,0.0,1.0,50.0,8.0,2.4,1.2,0.5,2.0
,Antwaan Randle El,25.0,PIT,WR,16.0,7.0,8.0,34.0,0.0,1.0,50.0,12.0,4.3,2.1,0.5,5.0
,Matt Schaub,23.0,ATL,QB,6.0,1.0,8.0,26.0,0.0,2.0,50.0,11.0,3.3,4.3,1.3,1.0
,Jim Sorgi,24.0,IND,QB,4.0,0.0,8.0,-5.0,0.0,0.0,0.0,2.0,-0.6,-1.3,2.0,1.0
,Heath Evans,26.0,SEA,FB,15.0,0.0,7.0,20.0,0.0,3.0,57.1,7.0,2.9,1.3,0.5,1.0
,Troy Fleming,24.0,TEN,RB,16.0,0.0,7.0,40.0,0.0,2.0,42.9,13.0,5.7,2.5,0.4,0.0
,Johnnie Morton,33.0,KAN,WR,13.0,12.0,7.0,43.0,0.0,3.0,71.4,14.0,6.1,3.3,0.5,2.0
,Chris Simms,24.0,TAM,QB,5.0,2.0,7.0,14.0,0.0,1.0,14.3,12.0,2.0,2.8,1.4,3.0
,Hines Ward,28.0,PIT,WR,16.0,16.0,7.0,25.0,1.0,2.0,28.6,16.0,3.6,1.6,0.4,1.0
,B.J. Askew,24.0,NYJ,FB,16.0,0.0,6.0,23.0,0.0,1.0,16.7,14.0,3.8,1.4,0.4,0.0
,Brandon Bennett,31.0,CAR,RB,8.0,0.0,6.0,17.0,1.0,2.0,33.3,11.0,2.8,2.1,0.8,0.0
,Nate Burleson,23.0,MIN,WR,16.0,15.0,6.0,49.0,0.0,4.0,100.0,11.0,8.2,3.1,0.4,1.0
,T.J. Houshmandzadeh,27.0,CIN,WR,16.0,13.0,6.0,51.0,0.0,2.0,83.3,16.0,8.5,3.2,0.4,0.0
,Chad Hutchinson,27.0,CHI,QB,5.0,5.0,6.0,14.0,0.0,1.0,16.7,11.0,2.3,2.8,1.2,8.0
,Eli Manning,23.0,NYG,QB,9.0,7.0,6.0,35.0,0.0,2.0,50.0,15.0,5.8,3.9,0.7,3.0
,Luke McCown,23.0,CLE,QB,5.0,4.0,6.0,25.0,0.0,2.0,33.3,11.0,4.2,5.0,1.2,2.0
,Santana Moss,25.0,NYJ,WR,15.0,14.0,6.0,18.0,0.0,2.0,66.7,12.0,3.0,1.2,0.4,2.0
,Adrian Peterson,25.0,CHI,RB,14.0,0.0,6.0,19.0,0.0,2.0,16.7,13.0,3.2,1.4,0.4,0.0
,Stanley Pritchett,31.0,ATL,FB,14.0,2.0,6.0,18.0,0.0,1.0,33.3,8.0,3.0,1.3,0.4,0.0
,Donte' Stallworth,24.0,NOR,WR,16.0,10.0,6.0,37.0,0.0,1.0,50.0,26.0,6.2,2.3,0.4,0.0
,Walter Williams,27.0,GNB,RB,1.0,0.0,6.0,42.0,0.0,1.0,33.3,28.0,7.0,42.0,6.0,0.0
,Darian Barnes,24.0,DAL,FB,16.0,10.0,5.0,10.0,0.0,3.0,40.0,8.0,2.0,0.6,0.3,1.0
,Michael Clayton,22.0,TAM,WR,16.0,13.0,5.0,30.0,0.0,3.0,80.0,15.0,6.0,1.9,0.3,1.0
,Ken Dorsey,23.0,SFO,QB,8.0,7.0,5.0,7.0,0.0,1.0,20.0,3.0,1.4,0.9,0.6,5.0
,Lee Evans,23.0,BUF,WR,16.0,11.0,5.0,85.0,0.0,3.0,80.0,48.0,17.0,5.3,0.3,1.0
,Doug Flutie,42.0,SDG,QB,2.0,1.0,5.0,39.0,2.0,4.0,100.0,20.0,7.8,19.5,2.5,0.0
,Rich Gannon,39.0,OAK,QB,3.0,3.0,5.0,26.0,0.0,1.0,20.0,20.0,5.2,8.7,1.7,3.0
,Brad Johnson,36.0,TAM,QB,4.0,4.0,5.0,23.0,0.0,1.0,60.0,7.0,4.6,5.8,1.3,2.0
,Eric Moulds,31.0,BUF,WR,16.0,16.0,5.0,19.0,0.0,1.0,20.0,12.0,3.8,1.2,0.3,1.0
,James Mungro,26.0,IND,RB,15.0,0.0,5.0,19.0,0.0,1.0,40.0,8.0,3.8,1.3,0.3,0.0
,Rod Smith,34.0,DEN,WR,16.0,16.0,5.0,33.0,0.0,2.0,80.0,14.0,6.6,2.1,0.3,4.0
,Darius Watts,23.0,DEN,WR,16.0,2.0,5.0,33.0,0.0,2.0,100.0,10.0,6.6,2.1,0.3,1.0
,Reche Caldwell,25.0,SDG,WR,6.0,6.0,4.0,45.0,0.0,2.0,100.0,20.0,11.3,7.5,0.7,1.0
,Kerry Carter,24.0,SEA,RB,16.0,0.0,4.0,15.0,0.0,2.0,75.0,6.0,3.8,0.9,0.3,0.0
,Antonio Chatman,25.0,GNB,WR,16.0,2.0,4.0,36.0,0.0,2.0,75.0,18.0,9.0,2.3,0.3,3.0
,Rohan Davey,26.0,NWE,QB,4.0,0.0,4.0,-1.0,0.0,0.0,0.0,3.0,-0.3,-0.3,1.0,0.0
